kind,source_segment,source_offset,source_linear,target_segment,target_offset,target_linear
near_jump,5915,32,94672,5915,39,94679
far_call,3106,22061,71757,5915,706,95346
near_jump,3106,22070,71766,3106,22098,71794
near_jump,3106,22091,71787,3106,22081,71777
far_call,3106,15332,65028,5915,706,95346
near_jump,3106,15343,65039,3106,15348,65044
near_jump,3106,15345,65041,3106,15641,65337
far_call,3106,24630,74326,5915,706,95346
near_jump,3106,24647,74343,3106,24672,74368
near_jump,3106,24655,74351,3106,24672,74368
near_jump,3106,24661,74357,3106,24672,74368
far_call,3106,3606,53302,5915,706,95346
near_jump,3106,3617,53313,3106,3626,53322
far_call,2065,14638,47678,5915,706,95346
near_jump,2065,14651,47691,2065,14668,47708
near_jump,2065,14657,47697,2065,14668,47708
far_call,2065,10486,43526,5915,706,95346
near_jump,2065,10497,43537,2065,10531,43571
near_jump,2065,10504,43544,2065,10531,43571
near_jump,2065,10518,43558,2065,10531,43571
near_jump,2065,10529,43569,2065,10540,43580
far_call,3106,9842,59538,5915,706,95346
far_call,3106,9857,59553,5915,5736,100376
far_call,3106,9869,59565,5915,5722,100362
far_call,3106,9885,59581,5915,5736,100376
far_call,3106,9901,59597,5915,5736,100376
far_call,3106,9917,59613,5915,5736,100376
far_call,3106,9933,59629,5915,5736,100376
far_call,3106,9945,59641,5915,5722,100362
far_call,3106,9960,59656,5915,5736,100376
far_call,3106,9976,59672,5915,5736,100376
far_call,3106,9988,59684,5915,5722,100362
far_call,3106,10004,59700,5915,5736,100376
far_call,3106,10020,59716,5915,5736,100376
far_call,3106,10036,59732,5915,5736,100376
near_jump,3106,10113,59809,3106,10120,59816
near_jump,3106,10118,59814,3106,10123,59819
far_call,3106,22930,72626,5915,706,95346
far_call,3106,22949,72645,5915,3700,98340
near_jump,3106,22961,72657,3106,22972,72668
near_jump,5915,5230,99870,5915,5237,99877
far_call,5782,16,92528,5915,706,95346
far_call,5782,22,92534,3106,1866,51562
near_jump,5782,96,92608,5782,125,92637
near_jump,5782,105,92617,5782,125,92637
near_jump,5782,114,92626,5782,125,92637
near_jump,5782,123,92635,5782,131,92643
far_call,5782,135,92647,5915,5750,100390
far_call,5782,146,92658,5915,6516,101156
far_call,5782,158,92670,3106,22490,72186
near_jump,5782,172,92684,5782,198,92710
far_call,5782,178,92690,5915,1528,96168
far_call,5782,190,92702,5915,471,95111
far_call,5782,202,92714,3106,22490,72186
near_jump,5782,216,92728,5782,242,92754
far_call,5782,222,92734,5915,1528,96168
far_call,5782,234,92746,5915,471,95111
near_jump,5782,247,92759,5782,290,92802
far_call,5782,249,92761,3106,3012,52708
near_jump,5782,269,92781,5782,266,92778
near_jump,5782,277,92789,5782,274,92786
near_jump,5782,285,92797,5782,282,92794
near_jump,5782,321,92833,5782,386,92898
near_jump,5782,350,92862,5782,355,92867
near_jump,5915,712,95352,5915,725,95365
near_jump,5915,718,95358,5915,725,95365
far_call,2065,14,33054,5915,706,95346
near_jump,2065,47,33087,2065,110,33150
near_jump,2065,108,33148,2065,232,33272
far_call,3106,3131,52827,5915,706,95346
near_jump,3106,3153,52849,3106,3175,52871
near_jump,3106,3170,52866,3106,3175,52871
near_jump,3106,3172,52868,3106,3458,53154
far_call,3106,3469,53165,5915,706,95346
far_call,3106,3497,53193,5915,5736,100376
far_call,3106,3508,53204,5915,5722,100362
far_call,3106,3536,53232,5915,5736,100376
far_call,3106,3551,53247,5915,5736,100376
far_call,3106,3562,53258,5915,5722,100362
far_call,3106,3590,53286,5915,5736,100376
far_call,3106,25672,75368,5915,706,95346
near_jump,3106,25684,75380,3106,25746,75442
far_call,3106,25694,75390,5915,5736,100376
far_call,3106,25710,75406,5915,5736,100376
near_jump,3106,25736,75432,3106,25744,75440
near_jump,3106,25742,75438,3106,25746,75442
far_call,3106,18494,68190,5915,706,95346
far_call,3106,18509,68205,5915,5722,100362
near_jump,3106,18519,68215,3106,18532,68228
near_jump,3106,18530,68226,3106,18505,68201
near_jump,3106,18537,68233,3106,18555,68251
far_call,3106,18547,68243,5915,5736,100376
far_call,3106,18565,68261,5915,5722,100362
near_jump,3106,18575,68271,3106,18588,68284
near_jump,3106,18586,68282,3106,18561,68257
near_jump,3106,18593,68289,3106,18611,68307
far_call,3106,18603,68299,5915,5736,100376
far_call,3106,18621,68317,5915,5722,100362
near_jump,3106,18631,68327,3106,18644,68340
near_jump,3106,18642,68338,3106,18617,68313
near_jump,3106,18649,68345,3106,18667,68363
far_call,3106,18659,68355,5915,5736,100376
far_call,3106,18677,68373,5915,5722,100362
near_jump,3106,18687,68383,3106,18700,68396
near_jump,3106,18698,68394,3106,18673,68369
near_jump,3106,18705,68401,3106,18723,68419
far_call,3106,18715,68411,5915,5736,100376
far_call,3106,18733,68429,5915,5722,100362
near_jump,3106,18743,68439,3106,18756,68452
near_jump,3106,18754,68450,3106,18729,68425
near_jump,3106,18761,68457,3106,18779,68475
far_call,3106,18771,68467,5915,5736,100376
far_call,3106,18789,68485,5915,5722,100362
near_jump,3106,18799,68495,3106,18812,68508
near_jump,3106,18810,68506,3106,18785,68481
near_jump,3106,18817,68513,3106,18835,68531
far_call,3106,18827,68523,5915,5736,100376
far_call,3106,2152,51848,5915,706,95346
near_jump,3106,2164,51860,3106,2173,51869
near_jump,3106,2171,51867,3106,2182,51878
near_jump,5915,6505,101145,5915,6514,101154
far_call,5915,6550,101190,5915,6772,101412
far_call,3106,15914,65610,5915,706,95346
near_jump,3106,15929,65625,3106,16010,65706
near_jump,3106,15936,65632,3106,15943,65639
near_jump,3106,15960,65656,3106,15996,65692
near_jump,3106,15967,65663,3106,15996,65692
near_jump,3106,16002,65698,3106,16010,65706
near_jump,3106,16014,65710,3106,16129,65825
far_call,3106,16024,65720,5915,5736,100376
far_call,3106,16040,65736,5915,5736,100376
far_call,3106,16056,65752,5915,5736,100376
far_call,3106,16064,65760,5915,6614,101254
far_call,3106,16081,65777,5915,6592,101232
far_call,3106,16089,65785,5915,6616,101256
near_jump,3106,16099,65795,3106,16129,65825
far_call,3106,16105,65801,5915,5722,100362
far_call,3106,16121,65817,5915,5736,100376
near_jump,3106,16134,65830,3106,16139,65835
near_jump,3106,16136,65832,3106,16354,66050
far_call,3106,32544,82240,5915,706,95346
near_jump,3106,32569,82265,3106,32554,82250
near_call,3106,32591,82287,3106,24624,74320
far_call,3106,32617,82313,5915,6618,101258
far_call,3106,32624,82320,5915,6822,101462
far_call,3106,32653,82349,5915,6618,101258
far_call,3106,32660,82356,5915,6822,101462
far_call,3106,32689,82385,5915,6618,101258
far_call,3106,32696,82392,5915,6822,101462
far_call,3106,32725,82421,5915,6618,101258
far_call,3106,32732,82428,5915,6822,101462
far_call,3106,32756,82452,5915,6618,101258
far_call,3106,32763,82459,5915,6822,101462
far_call,3106,32785,82481,5915,6822,101462
near_jump,3106,32805,82501,3106,32821,82517
near_jump,5915,6786,101426,5915,6797,101437
near_jump,5915,6631,101271,5915,6650,101290
near_jump,5915,6655,101295,5915,6674,101314
near_jump,5915,6676,101316,5915,6699,101339
near_jump,5915,6697,101337,5915,6755,101395
far_call,3106,22846,72542,5915,706,95346
far_call,3106,22915,72611,2065,14632,47672
far_call,3106,37056,86752,5915,706,95346
near_jump,3106,37081,86777,3106,37090,86786
near_jump,3106,37088,86784,3106,37095,86791
far_call,3106,19836,69532,5915,706,95346
near_call,3106,19866,69562,3106,15908,65604
near_jump,3106,19873,69569,3106,19886,69582
near_call,3106,19880,69576,3106,13912,63608
near_jump,3106,19890,69586,3106,19903,69599
near_call,3106,19897,69593,3106,13912,63608
near_call,3106,19904,69600,3106,15326,65022
near_jump,3106,19917,69613,3106,19932,69628
near_jump,3106,19929,69625,3106,19942,69638
far_call,3106,41756,91452,5915,706,95346
near_jump,3106,41767,91463,3106,41772,91468
near_jump,3106,41769,91465,3106,41905,91601
far_call,3106,21336,71032,5915,706,95346
near_call,3106,21369,71065,3106,22056,71752
near_call,3106,21380,71076,3106,3464,53160
near_call,3106,21387,71083,3106,15908,65604
near_call,3106,21395,71091,3106,13912,63608
near_call,3106,21402,71098,3106,15326,65022
far_call,3106,21413,71109,5915,5736,100376
far_call,3106,21428,71124,5915,5736,100376
far_call,3106,21444,71140,5915,5736,100376
near_jump,3106,21457,71153,3106,21464,71160
near_jump,3106,21462,71158,3106,21466,71162
far_call,3106,18842,68538,5915,706,95346
near_jump,3106,18854,68550,3106,18880,68576
near_jump,3106,18878,68574,3106,18903,68599
far_call,3106,10,49706,5915,706,95346
near_jump,3106,22,49718,3106,56,49752
near_jump,3106,54,49750,3106,29,49725
far_call,3106,68,49764,5915,3700,98340
near_jump,3106,80,49776,3106,85,49781
near_jump,3106,82,49778,3106,1749,51445
far_call,3106,28594,78290,5915,706,95346
far_call,3106,28613,78309,5915,3700,98340
near_jump,3106,28625,78321,3106,28636,78332
far_call,3106,13918,63614,5915,706,95346
near_jump,3106,13929,63625,3106,13940,63636
far_call,3106,31352,81048,5915,706,95346
far_call,3106,31388,81084,5915,6618,101258
far_call,3106,31395,81091,5915,6822,101462
far_call,3106,31425,81121,5915,6618,101258
far_call,3106,31432,81128,5915,6822,101462
far_call,3106,31462,81158,5915,6618,101258
far_call,3106,31469,81165,5915,6822,101462
far_call,3106,31498,81194,5915,6618,101258
far_call,3106,31505,81201,5915,6822,101462
far_call,3106,31534,81230,5915,6618,101258
far_call,3106,31541,81237,5915,6822,101462
far_call,3106,31570,81266,5915,6618,101258
far_call,3106,31577,81273,5915,6822,101462
far_call,3106,31601,81297,5915,6618,101258
far_call,3106,31608,81304,5915,6822,101462
far_call,3106,31630,81326,5915,6822,101462
near_jump,3106,31645,81341,3106,31661,81357
far_call,5915,5672,100312,5915,2280,96920
near_jump,5915,5686,100326,5915,5702,100342
near_jump,5915,5699,100339,5915,5714,100354
far_call,3106,32860,82556,5915,706,95346
near_jump,3106,32887,82583,3106,32872,82568
near_call,3106,32909,82605,3106,24624,74320
far_call,3106,32940,82636,5915,6994,101634
far_call,3106,32951,82647,5915,6618,101258
far_call,3106,32958,82654,5915,6822,101462
far_call,3106,32984,82680,5915,6618,101258
far_call,3106,32991,82687,5915,6822,101462
far_call,3106,33016,82712,5915,6618,101258
far_call,3106,33023,82719,5915,6822,101462
far_call,3106,33048,82744,5915,6618,101258
far_call,3106,33055,82751,5915,6822,101462
far_call,3106,33080,82776,5915,6618,101258
far_call,3106,33087,82783,5915,6822,101462
far_call,3106,33107,82803,5915,6618,101258
far_call,3106,33114,82810,5915,6822,101462
far_call,3106,33132,82828,5915,6822,101462
near_jump,3106,33152,82848,3106,33167,82863
far_call,3106,33880,83576,5915,706,95346
near_call,3106,33890,83586,3106,2146,51842
near_call,3106,33901,83597,3106,22056,71752
near_jump,3106,33912,83608,3106,33922,83618
near_jump,3106,33919,83615,3106,33927,83623
near_jump,5915,6834,101474,5915,6853,101493
near_jump,5915,6858,101498,5915,6876,101516
near_jump,5915,6878,101518,5915,6904,101544
near_jump,5915,6900,101540,5915,6969,101609
near_jump,5915,6902,101542,5915,6976,101616
far_call,3106,25126,74822,5915,706,95346
far_call,3106,25158,74854,5915,3700,98340
near_jump,3106,25170,74866,3106,25180,74876
far_call,3106,33210,82906,5915,706,95346
far_call,3106,33224,82920,5915,5150,99790
far_call,3106,33274,82970,5915,3700,98340
near_jump,3106,33286,82982,3106,33312,83008
near_call,3106,33293,82989,3106,2146,51842
far_call,3106,7874,57570,5915,706,95346
far_call,3106,7947,57643,5915,3700,98340
near_jump,3106,7959,57655,3106,7970,57666
far_call,3106,31686,81382,5915,706,95346
near_jump,3106,31697,81393,3106,31780,81476
near_jump,3106,31719,81415,3106,31704,81400
near_jump,3106,31741,81437,3106,31726,81422
near_call,3106,31767,81463,3106,24624,74320
near_jump,3106,31778,81474,3106,31860,81556
far_call,2065,9752,42792,5915,706,95346
near_jump,2065,9777,42817,2065,9782,42822
near_jump,2065,9779,42819,2065,9932,42972
far_call,3106,5426,55122,5915,706,95346
far_call,3106,5500,55196,5915,3700,98340
near_jump,3106,5512,55208,3106,5524,55220
far_call,3106,3017,52713,5915,706,95346
near_jump,3106,3053,52749,3106,3062,52758
far_call,3106,22659,72355,5915,706,95346
far_call,3106,22370,72066,5915,706,95346
near_jump,3106,22389,72085,3106,22394,72090
near_jump,3106,22391,72087,3106,22399,72095
far_call,3106,22535,72231,5915,706,95346
near_jump,3106,22552,72248,3106,22559,72255
far_call,3106,22684,72380,5915,706,95346
near_jump,3106,22697,72393,3106,22728,72424
near_jump,3106,22710,72406,3106,22728,72424
near_jump,3106,22715,72411,3106,22728,72424
near_jump,3106,22719,72415,3106,22728,72424
far_call,3106,22412,72108,5915,706,95346
near_jump,3106,22424,72120,3106,22442,72138
near_jump,3106,22433,72129,3106,22442,72138
far_call,3106,40906,90602,5915,706,95346
near_jump,3106,40931,90627,3106,41023,90719
near_call,5915,1540,96180,5915,1886,96526
far_call,5915,1559,96199,5915,2280,96920
near_call,5915,1575,96215,5915,2001,96641
near_call,5915,7042,101682,5915,6982,101622
near_jump,5915,3530,98170,5915,3538,98178
near_jump,5915,3536,98176,5915,3549,98189
near_jump,5915,4131,98771,5915,4139,98779
near_jump,5915,4137,98777,5915,4243,98883
near_jump,5915,3565,98205,5915,3572,98212
near_jump,5915,3570,98210,5915,3614,98254
near_jump,5915,3723,98363,5915,3741,98381
near_jump,5915,3728,98368,5915,3737,98377
near_jump,5915,3735,98375,5915,3741,98381
near_jump,5915,3752,98392,5915,3772,98412
near_jump,5915,3757,98397,5915,3768,98408
near_jump,5915,3763,98403,5915,3768,98408
near_jump,5915,3765,98405,5915,3927,98567
near_jump,5915,4365,99005,5915,4374,99014
near_jump,5915,4371,99011,5915,1463,96103
near_jump,5915,5182,99822,5915,5186,99826
near_jump,5915,7066,101706,5915,7089,101729
near_jump,5915,7087,101727,5915,7145,101785
near_jump,5915,5599,100239,5915,5609,100249
near_jump,5915,5607,100247,5915,5631,100271
near_jump,5915,5561,100201,5915,5586,100226
near_jump,5915,5569,100209,5915,5580,100220
near_call,5915,7013,101653,5915,6618,101258
near_jump,5915,476,95116,5915,504,95144
far_call,3106,22572,72268,5915,706,95346
near_jump,3106,22585,72281,3106,22640,72336
near_jump,3106,22619,72315,3106,22640,72336
near_jump,3106,22633,72329,3106,22640,72336
near_jump,3106,22638,72334,3106,22645,72341
far_call,3106,22244,71940,5915,706,95346
near_jump,3106,22262,71958,3106,22352,72048
near_jump,3106,22271,71967,3106,22352,72048
near_jump,3106,22280,71976,3106,22352,72048
near_jump,3106,22289,71985,3106,22352,72048
near_jump,3106,22297,71993,3106,22352,72048
near_jump,3106,22305,72001,3106,22352,72048
near_jump,3106,22309,72005,3106,22352,72048
near_jump,3106,22317,72013,3106,22352,72048
near_jump,3106,22329,72025,3106,22352,72048
near_jump,3106,22333,72029,3106,22352,72048
near_jump,3106,22344,72040,3106,22352,72048
near_jump,3106,22349,72045,3106,22357,72053
far_call,3106,22496,72192,5915,706,95346
near_jump,3106,22511,72207,3106,22522,72218
near_jump,5915,5785,100425,5915,5795,100435
near_jump,5915,5789,100429,5915,5795,100435
far_call,5915,5808,100448,5915,6222,100862
near_jump,5915,5820,100460,5915,5830,100470
far_call,3106,1872,51568,5915,706,95346
far_call,3106,1889,51585,5915,3700,98340
near_jump,3106,1901,51597,3106,1906,51602
near_jump,3106,1903,51599,3106,2142,51838
far_call,3106,25614,75310,5915,706,95346
near_jump,3106,25633,75329,3106,25648,75344
near_jump,3106,25639,75335,3106,25648,75344
near_jump,3106,25641,75337,3106,25659,75355
far_call,3106,4486,54182,5915,706,95346
far_call,3106,4505,54201,5915,3700,98340
near_jump,3106,4517,54213,3106,4522,54218
near_jump,3106,4519,54215,3106,5414,55110
near_jump,5915,1206,95846,5915,1222,95862
near_jump,5915,1214,95854,5915,1222,95862
near_jump,5915,1220,95860,5915,1216,95856
near_call,5915,1235,95875,5915,1404,96044
near_call,5915,1241,95881,5915,1404,96044
near_jump,5915,1259,95899,5915,1299,95939
near_jump,5915,1268,95908,5915,1286,95926
near_jump,5915,1284,95924,5915,1291,95931
near_jump,5915,1295,95935,5915,1291,95931
near_jump,5915,798,95438,5915,841,95481
near_jump,5915,824,95464,5915,821,95461
near_jump,5915,854,95494,5915,851,95491
near_jump,5915,858,95498,5915,851,95491
near_jump,5915,862,95502,5915,975,95615
near_jump,5915,866,95506,5915,975,95615
near_jump,5915,873,95513,5915,851,95491
near_jump,5915,877,95517,5915,851,95491
near_jump,5915,881,95521,5915,975,95615
near_jump,5915,885,95525,5915,975,95615
near_jump,5915,889,95529,5915,927,95567
near_jump,5915,893,95533,5915,898,95538
near_jump,5915,896,95536,5915,870,95510
near_jump,5915,303,94943,5915,351,94991
near_jump,5915,327,94967,5915,334,94974
near_jump,5915,331,94971,5915,700,95340
far_call,0,6,6,5915,706,95346
far_call,0,13,13,5782,10,92522
near_jump,0,22,22,0,27,27
near_jump,0,24,24,0,155,155
near_jump,5915,759,95399,5915,776,95416
near_call,5915,762,95402,5915,666,95306
near_call,5915,770,95410,5915,1349,95989
far_jump,5915,4692,99332,5915,4731,99371
near_call,5915,2287,96927,5915,706,95346
near_jump,5915,2312,96952,5915,2320,96960
near_jump,5915,2318,96958,5915,2326,96966
near_jump,5915,2323,96963,5915,3513,98153
near_jump,5915,2077,96717,5915,2088,96728
near_call,5915,2082,96722,5915,2188,96828
near_jump,5915,2085,96725,5915,2174,96814
near_jump,5915,4679,99319,5915,4688,99328
near_jump,5915,4742,99382,5915,4762,99402
near_call,5915,4747,99387,5915,4772,99412
near_jump,5915,4750,99390,5915,4767,99407
near_call,5915,4752,99392,5915,4896,99536
near_jump,5915,4755,99395,5915,4762,99402
near_call,5915,4757,99397,5915,4772,99412
near_jump,5915,4760,99400,5915,4767,99407
near_jump,5915,4765,99405,5915,4767,99407
near_jump,5915,5322,99962,5915,5362,100002
near_jump,5915,5354,99994,5915,5360,100000
near_jump,5915,5356,99996,5915,5362,100002
near_jump,5915,1603,96243,5915,1710,96350
near_jump,5915,1607,96247,5915,1710,96350
near_jump,5915,1616,96256,5915,1629,96269
near_jump,5915,1620,96260,5915,1710,96350
near_jump,5915,1653,96293,5915,1732,96372
near_jump,5915,1657,96297,5915,1689,96329
near_jump,5915,1662,96302,5915,1732,96372
near_jump,5915,1668,96308,5915,1682,96322
near_jump,5915,1674,96314,5915,1682,96322
near_jump,5915,1680,96320,5915,1719,96359
near_jump,5915,1687,96327,5915,1719,96359
near_call,5915,1699,96339,5915,4352,98992
near_jump,5915,1708,96348,5915,1773,96413
far_call,5915,6261,100901,5915,6772,101412
near_jump,5915,6291,100931,5915,6300,100940
near_jump,5915,6297,100937,5915,6300,100940
far_call,5915,6308,100948,5915,5834,100474
far_call,5915,6348,100988,5915,6772,101412
far_call,5915,6367,101007,5915,6772,101412
far_call,5915,6386,101026,5915,6772,101412
near_jump,5915,6441,101081,5915,6468,101108
far_call,5915,6447,101087,5915,6020,100660
near_jump,5915,6457,101097,5915,6468,101108
near_jump,5915,5290,99930,5915,5304,99944
near_jump,5915,5295,99935,5915,5300,99940
near_jump,5915,5370,100010,5915,5374,100014
near_jump,5915,5469,100109,5915,5545,100185
near_jump,5915,5475,100115,5915,5545,100185
far_call,5915,5480,100120,5915,5244,99884
near_jump,5915,5490,100130,5915,5540,100180
far_call,5915,5858,100498,5915,5458,100098
near_jump,5915,5870,100510,5915,5875,100515
near_jump,5915,5872,100512,5915,6016,100656
near_jump,5915,6035,100675,5915,6040,100680
near_jump,5915,6037,100677,5915,6213,100853
near_jump,5915,5839,100479,5915,5850,100490
far_call,5915,5841,100481,5915,5852,100492
near_jump,5915,52,94692,5915,57,94697
near_jump,5915,65,94705,5915,85,94725
near_call,5915,70,94710,5915,666,95306
near_call,5915,77,94717,5915,1349,95989
near_jump,5915,175,94815,5915,179,94819
far_call,5915,179,94819,5915,1180,95820
far_call,5915,184,94824,5915,778,95418
far_call,5915,191,94831,5915,274,94914
far_call,5915,210,94850,0,0,0
near_call,5915,217,94857,5915,471,95111
near_jump,3106,22102,71798,3106,22138,71834
near_jump,3106,22132,71828,3106,22116,71812
near_jump,3106,15353,65049,3106,15381,65077
near_jump,3106,15739,65435,3106,15818,65514
near_jump,3106,15746,65442,3106,15753,65449
near_jump,3106,15770,65466,3106,15804,65500
near_jump,3106,15777,65473,3106,15804,65500
near_jump,3106,15810,65506,3106,15818,65514
near_jump,3106,15822,65518,3106,15902,65598
far_call,3106,15832,65528,5915,5736,100376
far_call,3106,15848,65544,5915,5736,100376
far_call,3106,15864,65560,5915,5736,100376
far_call,3106,15872,65568,5915,6614,101254
far_call,3106,15889,65585,5915,6592,101232
far_call,3106,15897,65593,5915,6616,101256
far_call,3106,24680,74376,5915,5736,100376
near_jump,3106,24693,74389,3106,24706,74402
near_jump,3106,24704,74400,3106,24712,74408
near_jump,3106,3631,53327,3106,3639,53335
near_jump,3106,3645,53341,3106,3653,53349
near_jump,3106,3674,53370,3106,3718,53414
far_call,3106,3708,53404,2065,14632,47672
near_jump,3106,3716,53412,3106,3765,53461
near_jump,2065,14678,47718,2065,14683,47723
near_jump,2065,14680,47720,2065,14834,47874
near_jump,2065,10545,43585,2065,10554,43594
near_jump,2065,10552,43592,2065,10573,43613
near_call,3106,10125,59821,3106,13912,63608
near_jump,3106,10172,59868,3106,10206,59902
near_jump,3106,10204,59900,3106,10179,59875
far_call,3106,10219,59915,5915,5736,100376
far_call,3106,10234,59930,5915,5736,100376
far_call,3106,10250,59946,5915,5736,100376
far_call,3106,10266,59962,5915,5736,100376
near_jump,3106,10286,59982,3106,10283,59979
near_jump,3106,10291,59987,3106,10288,59984
near_call,3106,10300,59996,3106,15326,65022
near_jump,3106,10308,60004,3106,10327,60023
near_call,3106,10315,60011,3106,2146,51842
near_jump,3106,10351,60047,3106,10332,60028
near_jump,3106,10401,60097,3106,13147,62843
near_jump,3106,22981,72677,3106,23008,72704
far_call,3106,22995,72691,5915,3552,98192
near_jump,3106,23012,72708,3106,23034,72730
far_call,3106,23026,72722,5915,3552,98192
far_call,3106,23050,72746,5915,4118,98758
near_jump,3106,23083,72779,3106,23063,72759
near_jump,3106,23093,72789,3106,23098,72794
near_jump,3106,23095,72791,3106,22963,72659
near_jump,5782,448,92960,5782,419,92931
far_call,5782,454,92966,3106,22490,72186
near_jump,5782,468,92980,5782,494,93006
far_call,5782,474,92986,5915,1528,96168
far_call,5782,486,92998,5915,471,95111
far_call,5782,530,93042,3106,22490,72186
near_jump,5782,544,93056,5782,549,93061
near_jump,5782,546,93058,5782,729,93241
near_jump,5782,359,92871,5782,450,92962
near_jump,5782,383,92895,5782,352,92864
near_jump,5915,731,95371,5915,738,95378
near_jump,5915,735,95375,5915,237,94877
near_jump,2065,324,33364,2065,2769,35809
far_call,3106,3217,52913,5915,6772,101412
far_call,3106,3278,52974,5915,6772,101412
near_jump,3106,3289,52985,3106,3294,52990
near_jump,3106,3291,52987,3106,3458,53154
far_call,3106,25762,75458,2065,14632,47672
far_call,3106,25789,75485,2065,14632,47672
far_call,3106,25823,75519,2065,14632,47672
near_jump,3106,25840,75536,3106,25802,75498
near_call,3106,25887,75583,3106,24624,74320
near_call,3106,25933,75629,3106,24624,74320
near_call,3106,25984,75680,3106,24624,74320
near_call,3106,26015,75711,3106,24624,74320
near_call,3106,26036,75732,3106,24624,74320
near_call,3106,26057,75753,3106,24624,74320
near_call,3106,26103,75799,3106,24624,74320
near_call,3106,26159,75855,3106,24624,74320
near_jump,3106,26170,75866,3106,26223,75919
near_jump,3106,26195,75891,3106,26177,75873
near_call,3106,26217,75913,3106,24624,74320
far_call,3106,26251,75947,2065,14632,47672
far_call,3106,26284,75980,2065,14632,47672
far_call,3106,26314,76010,2065,14632,47672
far_call,3106,26344,76040,2065,14632,47672
far_call,3106,26377,76073,2065,14632,47672
far_call,3106,26410,76106,2065,14632,47672
far_call,3106,26449,76145,2065,14632,47672
far_call,3106,26482,76178,2065,14632,47672
near_call,3106,26497,76193,3106,3600,53296
near_call,3106,26507,76203,3106,3600,53296
near_call,3106,26519,76215,3106,32538,82234
near_call,3106,26534,76230,3106,32854,82550
near_jump,3106,26576,76272,3106,26583,76279
near_call,3106,26598,76294,3106,24624,74320
near_jump,3106,26608,76304,3106,26670,76366
far_call,3106,26632,76328,2065,14632,47672
far_call,3106,26662,76358,2065,14632,47672
near_call,3106,26695,76391,3106,24624,74320
near_call,3106,26729,76425,3106,24624,74320
near_call,3106,26760,76456,3106,24624,74320
near_call,3106,26794,76490,3106,24624,74320
near_call,3106,26825,76521,3106,24624,74320
near_call,3106,26859,76555,3106,24624,74320
near_call,3106,26890,76586,3106,24624,74320
near_call,3106,26924,76620,3106,24624,74320
near_call,3106,26955,76651,3106,24624,74320
near_call,3106,26989,76685,3106,24624,74320
near_jump,3106,27006,76702,3106,27129,76825
near_jump,3106,27008,76704,3106,27016,76712
near_jump,3106,27014,76710,3106,27129,76825
far_call,3106,27041,76737,2065,14632,47672
near_jump,3106,27065,76761,3106,27129,76825
near_jump,3106,27067,76763,3106,27075,76771
near_jump,3106,27073,76769,3106,27129,76825
near_jump,3106,27093,76789,3106,27129,76825
near_jump,3106,27098,76794,3106,27129,76825
far_call,3106,27122,76818,2065,14632,47672
near_jump,3106,27140,76836,3106,27262,76958
near_jump,3106,27142,76838,3106,27150,76846
near_jump,3106,27148,76844,3106,27262,76958
far_call,3106,27175,76871,2065,14632,47672
near_jump,3106,27199,76895,3106,27262,76958
near_jump,3106,27201,76897,3106,27209,76905
near_jump,3106,27207,76903,3106,27262,76958
near_jump,3106,27227,76923,3106,27262,76958
near_jump,3106,27231,76927,3106,27262,76958
far_call,3106,27255,76951,2065,14632,47672
near_jump,3106,27273,76969,3106,27278,76974
near_jump,3106,27275,76971,3106,27635,77331
near_jump,3106,2189,51885,3106,2198,51894
near_jump,3106,2196,51892,3106,2264,51960
far_call,3106,2210,51906,5915,3700,98340
near_jump,3106,2222,51918,3106,2173,51869
far_call,3106,2235,51931,5915,4118,98758
near_jump,3106,2249,51945,3106,2283,51979
far_call,3106,2254,51950,5915,3520,98160
near_jump,3106,2262,51958,3106,2173,51869
near_jump,3106,16144,65840,3106,16287,65983
near_jump,3106,16359,66055,3106,16420,66116
near_jump,3106,16366,66062,3106,16412,66108
near_jump,3106,32829,82525,3106,32808,82504
near_call,3106,32846,82542,3106,24624,74320
near_jump,5915,6720,101360,5915,6710,101350
near_jump,5915,6737,101377,5915,6751,101391
near_jump,5915,6742,101382,5915,6751,101391
near_jump,5915,6744,101384,5915,6752,101392
near_jump,5915,6749,101389,5915,6752,101392
near_jump,5915,6756,101396,5915,6765,101405
near_call,3106,37100,86796,3106,2146,51842
near_jump,3106,37111,86807,3106,37181,86877
near_jump,3106,37119,86815,3106,37181,86877
near_jump,3106,37126,86822,3106,37181,86877
near_call,3106,37164,86860,3106,42752,92448
near_call,3106,37175,86871,3106,3464,53160
near_jump,3106,37186,86882,3106,37253,86949
near_jump,3106,37194,86890,3106,37253,86949
near_jump,3106,37201,86897,3106,37253,86949
near_call,3106,37236,86932,3106,42752,92448
near_call,3106,37247,86943,3106,3464,53160
near_call,3106,37266,86962,3106,35738,85434
near_jump,3106,37277,86973,3106,37284,86980
near_jump,3106,37282,86978,3106,37287,86983
near_jump,3106,19948,69644,3106,19990,69686
near_jump,3106,19955,69651,3106,19960,69656
near_jump,3106,19957,69653,3106,21180,70876
near_jump,3106,41777,91473,3106,41797,91493
near_jump,3106,41784,91480,3106,41797,91493
near_call,3106,41791,91487,3106,40900,90596
near_jump,3106,41802,91498,3106,41830,91526
near_jump,3106,41809,91505,3106,41830,91526
near_call,3106,41822,91518,3106,22406,72102
near_jump,3106,41828,91524,3106,41905,91601
near_jump,3106,41916,91612,3106,42047,91743
