kind,source_segment,source_offset,source_linear,target_segment,target_offset,target_linear
near_jump,0,16516,16516,0,16542,16542
near_jump,0,16546,16546,0,16551,16551
near_jump,0,16548,16548,0,16584,16584
near_jump,0,17182,17182,0,17187,17187
near_jump,0,17184,17184,0,17196,17196
near_jump,0,17200,17200,0,17205,17205
near_jump,0,17202,17202,0,17224,17224
near_jump,0,5332,5332,0,5339,5339
near_jump,0,5365,5365,0,5370,5370
near_jump,0,5367,5367,0,5381,5381
near_jump,0,5618,5618,0,5623,5623
near_jump,0,5620,5620,0,7075,7075
near_jump,0,8279,8279,0,8284,8284
near_jump,0,8281,8281,0,9600,9600
far_call,0,8328,8328,3106,2146,51842
far_call,0,8360,8360,3106,3125,52821
near_jump,0,8373,8373,0,8378,8378
near_jump,0,8375,8375,0,8418,8418
near_jump,0,8622,8622,0,8627,8627
near_jump,0,8624,8624,0,8636,8636
near_jump,0,8665,8665,0,8670,8670
near_jump,0,8667,8667,0,9600,9600
near_jump,0,11230,11230,0,11235,11235
near_jump,0,11232,11232,0,11903,11903
near_jump,0,11939,11939,0,11944,11944
near_jump,0,11941,11941,0,11977,11977
near_jump,0,13682,13682,0,13687,13687
near_jump,0,13684,13684,0,13669,13669
near_jump,0,20618,20618,0,20623,20623
near_jump,0,20620,20620,0,20646,20646
near_jump,0,20651,20651,0,20656,20656
near_jump,0,20653,20653,0,20690,20690
far_call,0,21198,21198,3106,24624,74320
near_jump,0,21259,21259,0,21264,21264
near_jump,0,21261,21261,0,21284,21284
near_jump,0,21376,21376,0,21381,21381
near_jump,0,21378,21378,0,21387,21387
near_jump,0,21465,21465,0,21470,21470
near_jump,0,21467,21467,0,21476,21476
near_jump,0,21638,21638,0,21643,21643
near_jump,0,21640,21640,0,21673,21673
near_jump,0,21804,21804,0,21809,21809
near_jump,0,21806,21806,0,21834,21834
near_jump,0,16556,16556,0,16561,16561
near_jump,0,16558,16558,0,16584,16584
near_jump,0,16588,16588,0,16593,16593
near_jump,0,16590,16590,0,16826,16826
near_jump,0,17210,17210,0,17215,17215
near_jump,0,17212,17212,0,17224,17224
near_jump,0,17229,17229,0,17234,17234
near_jump,0,17231,17231,0,17318,17318
near_jump,0,5376,5376,0,5381,5381
near_jump,0,5378,5378,0,5415,5415
near_jump,0,5389,5389,0,5394,5394
near_jump,0,5391,5391,0,5410,5410
near_jump,0,5631,5631,0,5636,5636
near_jump,0,5633,5633,0,5642,5642
near_jump,0,8286,8286,0,8291,8291
near_jump,0,8288,8288,0,9600,9600
near_jump,0,8415,8415,0,8496,8496
near_jump,0,8422,8422,0,8427,8427
near_jump,0,8424,8424,0,8463,8463
near_jump,0,8631,8631,0,8636,8636
near_jump,0,8633,8633,0,8661,8661
near_jump,0,8646,8646,0,8651,8651
near_jump,0,8648,8648,0,8661,8661
near_jump,0,8680,8680,0,8685,8685
near_jump,0,8682,8682,0,8695,8695
near_jump,0,11241,11241,0,11246,11246
near_jump,0,11243,11243,0,11299,11299
near_jump,0,11950,11950,0,11955,11955
near_jump,0,11952,11952,0,11977,11977
near_jump,0,12026,12026,0,12031,12031
near_jump,0,12028,12028,0,12245,12245
near_jump,0,13687,13687,0,13692,13692
near_jump,0,13689,13689,0,13735,13735
near_jump,0,13673,13673,0,13794,13794
far_call,0,20627,20627,3106,2146,51842
near_jump,0,20662,20662,0,20667,20667
near_jump,0,20664,20664,0,20690,20690
near_jump,0,20694,20694,0,20699,20699
near_jump,0,20696,20696,0,20732,20732
near_jump,0,21274,21274,0,21279,21279
near_jump,0,21276,21276,0,21284,21284
far_call,0,21299,21299,3106,24624,74320
near_jump,0,21313,21313,0,21318,21318
near_jump,0,21315,21315,0,21330,21330
near_jump,0,21392,21392,0,21397,21397
near_jump,0,21394,21394,0,21403,21403
near_jump,0,21482,21482,0,21487,21487
near_jump,0,21484,21484,0,21493,21493
near_jump,0,21662,21662,0,21667,21667
near_jump,0,21664,21664,0,21670,21670
near_jump,0,21678,21678,0,21683,21683
near_jump,0,21680,21680,0,21712,21712
near_jump,0,21823,21823,0,21828,21828
near_jump,0,21825,21825,0,21834,21834
near_jump,0,21839,21839,0,21844,21844
near_jump,0,21841,21841,0,21869,21869
near_jump,0,16630,16630,0,16635,16635
near_jump,0,16632,16632,0,16641,16641
near_jump,0,16835,16835,0,16840,16840
near_jump,0,16837,16837,0,16875,16875
near_jump,0,17252,17252,0,17257,17257
near_jump,0,17254,17254,0,17318,17318
near_jump,0,17323,17323,0,17328,17328
near_jump,0,17325,17325,0,17840,17840
near_jump,0,5424,5424,0,5462,5462
far_call,0,5394,5394,5915,6534,101174
near_jump,0,5407,5407,0,5415,5415
near_jump,0,5653,5653,0,5658,5658
near_jump,0,5655,5655,0,5691,5691
far_call,0,8515,8515,3106,32538,82234
near_jump,0,8460,8460,0,8496,8496
near_jump,0,8656,8656,0,8661,8661
near_jump,0,8658,8658,0,9600,9600
near_jump,0,8690,8690,0,8695,8695
near_jump,0,8692,8692,0,9517,9517
near_jump,0,8742,8742,0,8747,8747
near_jump,0,8744,8744,0,8764,8764
near_jump,0,11251,11251,0,11256,11256
near_jump,0,11253,11253,0,11299,11299
near_jump,0,11310,11310,0,11315,11315
near_jump,0,11312,11312,0,11583,11583
near_jump,0,11961,11961,0,11966,11966
near_jump,0,11963,11963,0,11977,11977
near_jump,0,12039,12039,0,12044,12044
near_jump,0,12041,12041,0,12070,12070
near_jump,0,12256,12256,0,12261,12261
near_jump,0,12258,12258,0,12533,12533
near_jump,0,13695,13695,0,13700,13700
near_jump,0,13697,13697,0,13661,13661
near_jump,0,13738,13738,0,13743,13743
near_jump,0,13740,13740,0,13669,13669
near_jump,0,13801,13801,0,13806,13806
near_jump,0,13803,13803,0,14549,14549
far_call,0,20671,20671,3106,2146,51842
near_jump,0,20704,20704,0,20709,20709
near_jump,0,20706,20706,0,20732,20732
near_jump,0,20737,20737,0,20742,20742
near_jump,0,20739,20739,0,21087,21087
far_call,0,21322,21322,3106,2146,51842
near_jump,0,21408,21408,0,21413,21413
near_jump,0,21410,21410,0,21419,21419
near_jump,0,21499,21499,0,21504,21504
near_jump,0,21501,21501,0,21510,21510
near_jump,0,21670,21670,0,21712,21712
near_jump,0,21701,21701,0,21706,21706
near_jump,0,21703,21703,0,21712,21712
near_jump,0,21723,21723,0,21728,21728
near_jump,0,21725,21725,0,21760,21760
near_jump,0,21858,21858,0,21863,21863
near_jump,0,21860,21860,0,21869,21869
near_jump,0,21874,21874,0,21879,21879
near_jump,0,21876,21876,0,21972,21972
far_call,0,16645,16645,3106,2146,51842
far_call,0,16672,16672,3106,32538,82234
far_call,0,16711,16711,3106,24624,74320
near_jump,0,16772,16772,0,16777,16777
near_jump,0,16774,16774,0,16797,16797
near_jump,0,16852,16852,0,16857,16857
near_jump,0,16854,16854,0,16875,16875
near_jump,0,16879,16879,0,16884,16884
near_jump,0,16881,16881,0,16916,16916
near_jump,0,17257,17257,0,17262,17262
near_jump,0,17259,17259,0,17270,17270
near_jump,0,17333,17333,0,17338,17338
near_jump,0,17335,17335,0,17840,17840
near_jump,0,17850,17850,0,17855,17855
near_jump,0,17852,17852,0,17865,17865
near_jump,0,5465,5465,0,5470,5470
near_jump,0,5467,5467,0,5443,5443
near_jump,0,5664,5664,0,5669,5669
near_jump,0,5666,5666,0,5691,5691
near_jump,0,5702,5702,0,5707,5707
near_jump,0,5704,5704,0,5718,5718
near_jump,0,8761,8761,0,8695,8695
near_jump,0,8815,8815,0,8820,8820
near_jump,0,8817,8817,0,8955,8955
far_call,0,11262,11262,3106,3600,53296
far_call,0,11283,11283,3106,2146,51842
far_call,0,11291,11291,3106,15908,65604
near_jump,0,11296,11296,0,11903,11903
near_jump,0,11315,11315,0,11320,11320
near_jump,0,11317,11317,0,11329,11329
near_jump,0,11594,11594,0,11599,11599
near_jump,0,11596,11596,0,11903,11903
near_jump,0,11972,11972,0,11977,11977
near_jump,0,11974,11974,0,13630,13630
far_call,0,12062,12062,3106,3125,52821
far_call,0,12234,12234,3106,2146,51842
near_jump,0,12242,12242,0,13630,13630
far_call,0,12266,12266,5915,6534,101174
near_jump,0,12280,12280,0,12285,12285
near_jump,0,12282,12282,0,12326,12326
near_jump,0,12544,12544,0,12549,12549
near_jump,0,12546,12546,0,12908,12908
near_jump,0,13703,13703,0,13708,13708
near_jump,0,13705,13705,0,13653,13653
near_jump,0,13666,13666,0,13794,13794
near_jump,0,13743,13743,0,13748,13748
near_jump,0,13745,13745,0,13767,13767
near_jump,0,13811,13811,0,13816,13816
near_jump,0,13813,13813,0,14549,14549
near_jump,0,14560,14560,0,14565,14565
near_jump,0,14562,14562,0,14613,14613
far_call,0,20713,20713,3106,2146,51842
far_call,0,20746,20746,3106,41750,91446
near_jump,0,20813,20813,0,20818,20818
near_jump,0,20815,20815,0,20910,20910
far_call,0,21091,21091,3106,41750,91446
near_jump,0,21424,21424,0,21429,21429
near_jump,0,21426,21426,0,21435,21435
near_jump,0,21516,21516,0,21521,21521
near_jump,0,21518,21518,0,21527,21527
near_jump,0,21749,21749,0,21754,21754
near_jump,0,21751,21751,0,21757,21757
near_jump,0,21765,21765,0,21770,21770
near_jump,0,21767,21767,0,21799,21799
near_jump,0,21894,21894,0,21899,21899
near_jump,0,21896,21896,0,21905,21905
near_jump,0,21982,21982,0,21987,21987
near_jump,0,21984,21984,0,21997,21997
near_jump,0,16787,16787,0,16792,16792
near_jump,0,16789,16789,0,16797,16797
far_call,0,16812,16812,3106,24624,74320
near_jump,0,16893,16893,0,16898,16898
near_jump,0,16895,16895,0,16916,16916
near_jump,0,16920,16920,0,16925,16925
near_jump,0,16922,16922,0,16955,16955
near_jump,0,17265,17265,0,17270,17270
near_jump,0,17267,17267,0,17318,17318
near_jump,0,17274,17274,0,17279,17279
near_jump,0,17276,17276,0,17291,17291
near_jump,0,17355,17355,0,17360,17360
near_jump,0,17357,17357,0,17375,17375
near_jump,0,17860,17860,0,17865,17865
near_jump,0,17862,17862,0,18425,18425
near_jump,0,17877,17877,0,17882,17882
near_jump,0,17879,17879,0,17966,17966
near_jump,0,5470,5470,0,5475,5475
near_jump,0,5472,5472,0,5502,5502
near_jump,0,5448,5448,0,5529,5529
near_jump,0,5675,5675,0,5680,5680
near_jump,0,5677,5677,0,5691,5691
near_jump,0,5715,5715,0,5730,5730
far_call,0,5722,5722,3106,2146,51842
near_jump,0,5741,5741,0,5746,5746
near_jump,0,5743,5743,0,5753,5753
far_call,0,8856,8856,5915,6772,101412
near_jump,0,8899,8899,0,8904,8904
near_jump,0,8901,8901,0,8909,8909
near_jump,0,8970,8970,0,8975,8975
near_jump,0,8972,8972,0,9120,9120
near_jump,0,11324,11324,0,11329,11329
near_jump,0,11326,11326,0,11583,11583
near_jump,0,11333,11333,0,11338,11338
near_jump,0,11335,11335,0,11580,11580
near_jump,0,11605,11605,0,11610,11610
near_jump,0,11607,11607,0,11903,11903
near_jump,0,12305,12305,0,12310,12310
near_jump,0,12307,12307,0,12326,12326
near_jump,0,12330,12330,0,12335,12335
near_jump,0,12332,12332,0,12376,12376
far_call,0,12576,12576,5915,6534,101174
near_jump,0,12587,12587,0,12837,12837
near_jump,0,12919,12919,0,12924,12924
near_jump,0,12921,12921,0,12946,12946
near_jump,0,13711,13711,0,13716,13716
near_jump,0,13713,13713,0,13653,13653
near_jump,0,13658,13658,0,13794,13794
near_jump,0,13751,13751,0,13756,13756
near_jump,0,13753,13753,0,13661,13661
near_jump,0,13770,13770,0,13775,13775
near_jump,0,13772,13772,0,13669,13669
near_jump,0,13826,13826,0,13831,13831
near_jump,0,13828,13828,0,14549,14549
near_jump,0,14573,14573,0,14578,14578
near_jump,0,14575,14575,0,14613,14613
near_jump,0,14624,14624,0,14629,14629
near_jump,0,14626,14626,0,14676,14676
near_jump,0,20820,20820,0,20825,20825
near_jump,0,20822,20822,0,20910,20910
near_jump,0,20916,20916,0,20921,20921
near_jump,0,20918,20918,0,20940,20940
near_jump,0,21435,21435,0,21527,21527
near_jump,0,21532,21532,0,21537,21537
near_jump,0,21534,21534,0,21588,21588
near_jump,0,21757,21757,0,21799,21799
near_jump,0,21788,21788,0,21793,21793
near_jump,0,21790,21790,0,21799,21799
near_jump,0,21911,21911,0,21916,21916
near_jump,0,21913,21913,0,21922,21922
near_jump,0,21992,21992,0,21997,21997
near_jump,0,21994,21994,0,22324,22324
near_jump,0,22022,22022,0,22027,22027
near_jump,0,22024,22024,0,22174,22174
near_jump,0,16932,16932,0,16937,16937
near_jump,0,16934,16934,0,16955,16955
near_jump,0,16959,16959,0,16964,16964
near_jump,0,16961,16961,0,16992,16992
far_call,0,17283,17283,3106,2146,51842
near_jump,0,17302,17302,0,17307,17307
near_jump,0,17304,17304,0,17313,17313
near_jump,0,17365,17365,0,17370,17370
near_jump,0,17367,17367,0,17375,17375
near_jump,0,17384,17384,0,17389,17389
near_jump,0,17386,17386,0,17404,17404
near_jump,0,18429,18429,0,18434,18434
near_jump,0,18431,18431,0,20508,20508
near_jump,0,17886,17886,0,17891,17891
near_jump,0,17888,17888,0,17924,17924
near_jump,0,17975,17975,0,17980,17980
near_jump,0,17977,17977,0,18064,18064
near_jump,0,5478,5478,0,5483,5483
near_jump,0,5480,5480,0,5451,5451
near_jump,0,5505,5505,0,5510,5510
near_jump,0,5507,5507,0,5443,5443
near_jump,0,5540,5540,0,5545,5545
near_jump,0,5542,5542,0,5560,5560
near_jump,0,5686,5686,0,5691,5691
near_jump,0,5688,5688,0,5851,5851
near_jump,0,5750,5750,0,5765,5765
far_call,0,5757,5757,3106,2146,51842
near_jump,0,5848,5848,0,7075,7075
near_jump,0,8946,8946,0,8951,8951
near_jump,0,8948,8948,0,8955,8955
far_call,0,9018,9018,5915,6772,101412
near_jump,0,9065,9065,0,9070,9070
near_jump,0,9067,9067,0,9074,9074
near_jump,0,9135,9135,0,9140,9140
near_jump,0,9137,9137,0,9284,9284
near_jump,0,11338,11338,0,11343,11343
near_jump,0,11340,11340,0,11352,11352
near_jump,0,11580,11580,0,11903,11903
near_jump,0,11616,11616,0,11621,11621
near_jump,0,11618,11618,0,11903,11903
near_jump,0,12355,12355,0,12360,12360
near_jump,0,12357,12357,0,12376,12376
near_jump,0,12380,12380,0,12385,12385
near_jump,0,12382,12382,0,12426,12426
near_jump,0,12839,12839,0,12844,12844
near_jump,0,12841,12841,0,12590,12590
near_jump,0,12930,12930,0,12935,12935
near_jump,0,12932,12932,0,12946,12946
near_jump,0,12957,12957,0,12962,12962
near_jump,0,12959,12959,0,12967,12967
near_jump,0,13719,13719,0,13724,13724
near_jump,0,13721,13721,0,13661,13661
near_jump,0,13759,13759,0,13764,13764
near_jump,0,13761,13761,0,13653,13653
near_jump,0,13778,13778,0,13783,13783
near_jump,0,13780,13780,0,13669,13669
near_jump,0,13837,13837,0,13842,13842
near_jump,0,13839,13839,0,14549,14549
near_jump,0,14583,14583,0,14588,14588
near_jump,0,14585,14585,0,14613,14613
near_jump,0,14637,14637,0,14642,14642
near_jump,0,14639,14639,0,14676,14676
near_jump,0,14687,14687,0,14692,14692
near_jump,0,14689,14689,0,14727,14727
near_jump,0,20825,20825,0,20879,20879
near_jump,0,20927,20927,0,20932,20932
near_jump,0,20929,20929,0,20940,20940
near_jump,0,20946,20946,0,20951,20951
near_jump,0,20948,20948,0,20954,20954
near_jump,0,21577,21577,0,21582,21582
near_jump,0,21579,21579,0,21588,21588
near_jump,0,21932,21932,0,21937,21937
near_jump,0,21934,21934,0,21947,21947
near_jump,0,22377,22377,0,22382,22382
near_jump,0,22379,22379,0,22439,22439
far_call,0,22078,22078,5915,6772,101412
far_call,0,22085,22085,5915,6772,101412
far_call,0,22126,22126,5915,6772,101412
far_call,0,22133,22133,5915,6772,101412
far_call,0,22166,22166,3106,18836,68532
near_jump,0,22179,22179,0,22184,22184
near_jump,0,22181,22181,0,22324,22324
near_jump,0,16969,16969,0,16974,16974
near_jump,0,16971,16971,0,16992,16992
near_jump,0,16996,16996,0,17001,17001
near_jump,0,16998,16998,0,17093,17093
far_call,0,17313,17313,3106,3600,53296
near_jump,0,17394,17394,0,17399,17399
near_jump,0,17396,17396,0,17404,17404
near_jump,0,17411,17411,0,17416,17416
near_jump,0,17413,17413,0,17431,17431
near_jump,0,18439,18439,0,18444,18444
near_jump,0,18441,18441,0,20508,20508
near_jump,0,20514,20514,0,20523,20523
near_jump,0,17896,17896,0,17901,17901
near_jump,0,17898,17898,0,17924,17924
near_jump,0,17928,17928,0,17933,17933
near_jump,0,17930,17930,0,17966,17966
near_jump,0,17984,17984,0,17989,17989
near_jump,0,17986,17986,0,18022,18022
near_jump,0,18071,18071,0,18076,18076
near_jump,0,18073,18073,0,18160,18160
near_jump,0,5486,5486,0,5491,5491
near_jump,0,5488,5488,0,5451,5451
near_jump,0,5456,5456,0,5529,5529
near_jump,0,5513,5513,0,5518,5518
near_jump,0,5515,5515,0,5427,5427
near_jump,0,5551,5551,0,5556,5556
near_jump,0,5553,5553,0,5560,5560
near_jump,0,5570,5570,0,5575,5575
near_jump,0,5572,5572,0,5610,5610
near_jump,0,5866,5866,0,5871,5871
near_jump,0,5868,5868,0,5882,5882
near_jump,0,9111,9111,0,9116,9116
near_jump,0,9113,9113,0,9120,9120
far_call,0,9185,9185,5915,6772,101412
near_jump,0,9229,9229,0,9234,9234
near_jump,0,9231,9231,0,9238,9238
near_jump,0,9299,9299,0,9304,9304
near_jump,0,9301,9301,0,9448,9448
near_jump,0,11347,11347,0,11352,11352
near_jump,0,11349,11349,0,11580,11580
near_jump,0,11363,11363,0,11368,11368
near_jump,0,11365,11365,0,11453,11453
near_jump,0,11627,11627,0,11632,11632
near_jump,0,11629,11629,0,11903,11903
near_jump,0,12405,12405,0,12410,12410
near_jump,0,12407,12407,0,12426,12426
near_jump,0,12430,12430,0,12435,12435
near_jump,0,12432,12432,0,12476,12476
near_jump,0,12845,12845,0,12850,12850
near_jump,0,12847,12847,0,12651,12651
near_jump,0,12602,12602,0,12607,12607
near_jump,0,12604,12604,0,12648,12648
near_jump,0,12941,12941,0,12946,12946
near_jump,0,12943,12943,0,13357,13357
near_jump,0,12978,12978,0,12983,12983
near_jump,0,12980,12980,0,12988,12988
near_jump,0,13727,13727,0,13732,13732
near_jump,0,13729,13729,0,13669,13669
near_jump,0,13764,13764,0,13794,13794
near_jump,0,13786,13786,0,13791,13791
near_jump,0,13788,13788,0,13669,13669
near_jump,0,13848,13848,0,13853,13853
near_jump,0,13850,13850,0,14549,14549
far_call,0,14590,14590,5915,6534,101174
near_jump,0,14602,14602,0,14607,14607
near_jump,0,14604,14604,0,14613,14613
near_jump,0,14647,14647,0,14652,14652
near_jump,0,14649,14649,0,14676,14676
near_jump,0,14697,14697,0,14702,14702
near_jump,0,14699,14699,0,14727,14727
near_jump,0,14738,14738,0,14743,14743
near_jump,0,14740,14740,0,14890,14890
near_jump,0,20882,20882,0,20887,20887
near_jump,0,20884,20884,0,20907,20907
near_jump,0,20935,20935,0,20940,20940
near_jump,0,20937,20937,0,21039,21039
near_jump,0,20957,20957,0,21011,21011
near_jump,0,21957,21957,0,21962,21962
near_jump,0,21959,21959,0,21972,21972
near_jump,0,22385,22385,0,22390,22390
near_jump,0,22387,22387,0,22439,22439
near_jump,0,22449,22449,0,22454,22454
near_jump,0,22451,22451,0,22764,22764
far_call,0,22228,22228,5915,6772,101412
far_call,0,22235,22235,5915,6772,101412
far_call,0,22280,22280,5915,6772,101412
far_call,0,22287,22287,5915,6772,101412
far_call,0,22316,22316,3106,18836,68532
far_call,0,17005,17005,3106,2146,51842
far_call,0,17013,17013,5915,6534,101174
near_jump,0,17027,17027,0,17032,17032
near_jump,0,17029,17029,0,17061,17061
near_jump,0,17421,17421,0,17426,17426
near_jump,0,17423,17423,0,17431,17431
near_jump,0,17436,17436,0,17441,17441
near_jump,0,17438,17438,0,17456,17456
near_jump,0,18466,18466,0,18471,18471
near_jump,0,18468,18468,0,18839,18839
near_jump,0,17938,17938,0,17943,17943
near_jump,0,17940,17940,0,17966,17966
near_jump,0,17994,17994,0,17999,17999
near_jump,0,17996,17996,0,18022,18022
near_jump,0,18026,18026,0,18031,18031
near_jump,0,18028,18028,0,18064,18064
near_jump,0,18080,18080,0,18085,18085
near_jump,0,18082,18082,0,18118,18118
near_jump,0,18165,18165,0,18170,18170
near_jump,0,18167,18167,0,18254,18254
near_jump,0,5494,5494,0,5499,5499
near_jump,0,5496,5496,0,5451,5451
near_jump,0,5521,5521,0,5526,5526
near_jump,0,5523,5523,0,5435,5435
near_jump,0,5432,5432,0,5529,5529
near_jump,0,5581,5581,0,5586,5586
near_jump,0,5583,5583,0,5610,5610
near_jump,0,5877,5877,0,5882,5882
near_jump,0,5879,5879,0,5922,5922
far_call,0,5911,5911,3106,3125,52821
near_jump,0,5919,5919,0,5959,5959
near_jump,0,9275,9275,0,9280,9280
near_jump,0,9277,9277,0,9284,9284
far_call,0,9350,9350,5915,6772,101412
near_jump,0,9393,9393,0,9398,9398
near_jump,0,9395,9395,0,9402,9402
near_jump,0,9455,9455,0,9460,9460
near_jump,0,9457,9457,0,9479,9479
near_jump,0,11373,11373,0,11378,11378
near_jump,0,11375,11375,0,11453,11453
near_jump,0,11463,11463,0,11468,11468
near_jump,0,11465,11465,0,11580,11580
near_jump,0,11638,11638,0,11643,11643
near_jump,0,11640,11640,0,11654,11654
near_jump,0,12455,12455,0,12460,12460
near_jump,0,12457,12457,0,12476,12476
near_jump,0,12483,12483,0,12488,12488
near_jump,0,12485,12485,0,12519,12519
near_jump,0,12851,12851,0,12856,12856
near_jump,0,12853,12853,0,12712,12712
near_jump,0,12663,12663,0,12668,12668
near_jump,0,12665,12665,0,12709,12709
near_jump,0,12627,12627,0,12632,12632
near_jump,0,12629,12629,0,12648,12648
near_jump,0,12648,12648,0,12865,12865
near_jump,0,13372,13372,0,13377,13377
near_jump,0,13374,13374,0,13434,13434
near_jump,0,12999,12999,0,13004,13004
near_jump,0,13001,13001,0,13009,13009
near_jump,0,13732,13732,0,13794,13794
near_jump,0,13791,13791,0,13794,13794
near_jump,0,13859,13859,0,13864,13864
near_jump,0,13861,13861,0,14549,14549
far_call,0,14654,14654,5915,6534,101174
near_jump,0,14665,14665,0,14670,14670
near_jump,0,14667,14667,0,14676,14676
far_call,0,14704,14704,5915,6534,101174
near_jump,0,14716,14716,0,14721,14721
near_jump,0,14718,14718,0,14727,14727
near_jump,0,14751,14751,0,14756,14756
near_jump,0,14753,14753,0,14890,14890
near_jump,0,20907,20907,0,21039,21039
near_jump,0,21043,21043,0,21048,21048
near_jump,0,21045,21045,0,21064,21064
near_jump,0,21014,21014,0,21019,21019
near_jump,0,21016,21016,0,21039,21039
near_jump,0,22393,22393,0,22398,22398
near_jump,0,22395,22395,0,22439,22439
near_jump,0,22465,22465,0,22470,22470
near_jump,0,22467,22467,0,22508,22508
near_jump,0,22789,22789,0,22794,22794
near_jump,0,22791,22791,0,22889,22889
near_jump,0,17058,17058,0,17087,17087
near_jump,0,17446,17446,0,17451,17451
near_jump,0,17448,17448,0,17456,17456
near_jump,0,17460,17460,0,17465,17465
near_jump,0,17462,17462,0,17496,17496
near_jump,0,18483,18483,0,18488,18488
near_jump,0,18485,18485,0,18839,18839
near_jump,0,18861,18861,0,18866,18866
near_jump,0,18863,18863,0,19236,19236
near_jump,0,18036,18036,0,18041,18041
near_jump,0,18038,18038,0,18064,18064
near_jump,0,18090,18090,0,18095,18095
near_jump,0,18092,18092,0,18118,18118
near_jump,0,18122,18122,0,18127,18127
near_jump,0,18124,18124,0,18160,18160
near_jump,0,18174,18174,0,18179,18179
near_jump,0,18176,18176,0,18212,18212
near_jump,0,18258,18258,0,18263,18263
near_jump,0,18260,18260,0,18425,18425
near_jump,0,5499,5499,0,5529,5529
near_jump,0,5526,5526,0,5529,5529
near_jump,0,5440,5440,0,5529,5529
near_jump,0,5599,5599,0,5604,5604
near_jump,0,5601,5601,0,5610,5610
far_call,0,5951,5951,3106,3125,52821
near_jump,0,5970,5970,0,5975,5975
near_jump,0,5972,5972,0,6406,6406
near_jump,0,9439,9439,0,9444,9444
near_jump,0,9441,9441,0,9448,9448
near_jump,0,9486,9486,0,9491,9491
near_jump,0,9488,9488,0,9509,9509
near_jump,0,11384,11384,0,11389,11389
near_jump,0,11386,11386,0,11453,11453
near_jump,0,11488,11488,0,11493,11493
near_jump,0,11490,11490,0,11544,11544
near_jump,0,11649,11649,0,11654,11654
near_jump,0,11651,11651,0,11694,11694
far_call,0,11683,11683,3106,3125,52821
near_jump,0,11691,11691,0,11731,11731
near_jump,0,12501,12501,0,12506,12506
near_jump,0,12503,12503,0,12519,12519
near_jump,0,12530,12530,0,12908,12908
near_jump,0,12857,12857,0,12862,12862
near_jump,0,12859,12859,0,12773,12773
near_jump,0,12724,12724,0,12729,12729
near_jump,0,12726,12726,0,12770,12770
near_jump,0,12688,12688,0,12693,12693
near_jump,0,12690,12690,0,12709,12709
near_jump,0,12709,12709,0,12865,12865
near_jump,0,12872,12872,0,12877,12877
near_jump,0,12874,12874,0,12908,12908
near_jump,0,13387,13387,0,13392,13392
near_jump,0,13389,13389,0,13434,13434
near_jump,0,13480,13480,0,13485,13485
near_jump,0,13482,13482,0,13540,13540
far_call,0,13031,13031,5915,6494,101134
far_call,0,13062,13062,5915,6494,101134
near_jump,0,13086,13086,0,13091,13091
near_jump,0,13088,13088,0,13357,13357
near_jump,0,13870,13870,0,13875,13875
near_jump,0,13872,13872,0,14549,14549
near_jump,0,14762,14762,0,14767,14767
near_jump,0,14764,14764,0,14890,14890
near_jump,0,21061,21061,0,21087,21087
near_jump,0,21070,21070,0,21075,21075
near_jump,0,21072,21072,0,21087,21087
far_call,0,22398,22398,3106,21330,71026
far_call,0,22407,22407,3106,22056,71752
far_call,0,22419,22419,3106,22924,72620
far_call,0,22431,22431,3106,9836,59532
near_jump,0,22499,22499,0,22504,22504
near_jump,0,22501,22501,0,22508,22508
near_jump,0,22515,22515,0,22520,22520
near_jump,0,22517,22517,0,22558,22558
far_call,0,22811,22811,5915,6480,101120
far_call,0,22834,22834,5915,6480,101120
near_jump,0,22850,22850,0,22855,22855
near_jump,0,22852,22852,0,22865,22865
near_jump,0,22894,22894,0,22899,22899
near_jump,0,22896,22896,0,22926,22926
far_call,0,17465,17465,3106,37050,86746
near_jump,0,17501,17501,0,17506,17506
near_jump,0,17503,17503,0,17840,17840
near_jump,0,18497,18497,0,18502,18502
near_jump,0,18499,18499,0,18510,18510
near_jump,0,18875,18875,0,18880,18880
near_jump,0,18877,18877,0,19236,19236
near_jump,0,19258,19258,0,19263,19263
near_jump,0,19260,19260,0,19626,19626
near_jump,0,18132,18132,0,18137,18137
near_jump,0,18134,18134,0,18160,18160
near_jump,0,18184,18184,0,18189,18189
near_jump,0,18186,18186,0,18212,18212
near_jump,0,18216,18216,0,18221,18221
near_jump,0,18218,18218,0,18254,18254
far_call,0,18267,18267,3106,2146,51842
near_jump,0,18280,18280,0,18285,18285
near_jump,0,18282,18282,0,18384,18384
near_jump,0,5980,5980,0,5985,5985
near_jump,0,5982,5982,0,6327,6327
near_jump,0,6417,6417,0,6422,6422
near_jump,0,6419,6419,0,6462,6462
near_jump,0,9514,9514,0,9600,9600
near_jump,0,11397,11397,0,11402,11402
near_jump,0,11399,11399,0,11453,11453
far_call,0,11499,11499,3106,3600,53296
far_call,0,11510,11510,5915,6534,101174
far_call,0,11528,11528,3106,2146,51842
far_call,0,11536,11536,3106,15908,65604
near_jump,0,11541,11541,0,11580,11580
far_call,0,11544,11544,3106,3600,53296
far_call,0,11549,11549,5915,6534,101174
far_call,0,11572,11572,3106,2146,51842
far_call,0,11723,11723,3106,3125,52821
far_call,0,11895,11895,3106,2146,51842
near_jump,0,12514,12514,0,12519,12519
