kind,source_linear,source_file_offset,target_segment,target_offset,target_linear,relocation_index
call,74243,74243,5915,5736,100376,959
call,74228,74228,5915,5736,100376,960
call,74213,74213,5915,5722,100362,961
call,74202,74202,5915,5736,100376,962
call,74187,74187,5915,5722,100362,963
call,74176,74176,5915,5736,100376,964
call,74161,74161,5915,5736,100376,965
call,74147,74147,5915,5722,100362,966
call,74136,74136,5915,5736,100376,967
call,74121,74121,5915,5736,100376,968
call,74106,74106,5915,5736,100376,969
call,74091,74091,5915,5736,100376,970
call,74076,74076,5915,5722,100362,971
call,74065,74065,5915,5736,100376,972
call,74050,74050,5915,5736,100376,973
call,74035,74035,5915,5736,100376,974
call,73997,73997,5915,706,95346,975
call,73977,73977,5915,3520,98160,976
call,73728,73728,5915,4118,98758,977
call,73318,73318,5915,5736,100376,978
call,74987,74987,5915,4118,98758,979
call,74968,74968,5915,3552,98192,980
call,74941,74941,5915,4118,98758,981
call,74854,74854,5915,3700,98340,982
call,74822,74822,5915,706,95346,983
call,74741,74741,5915,5736,100376,984
call,74376,74376,5915,5736,100376,985
call,74326,74326,5915,706,95346,986
call,76145,76145,2065,14632,47672,987
call,76106,76106,2065,14632,47672,988
call,76073,76073,2065,14632,47672,989
call,76040,76040,2065,14632,47672,990
call,76010,76010,2065,14632,47672,991
call,75980,75980,2065,14632,47672,992
call,75947,75947,2065,14632,47672,993
call,75519,75519,2065,14632,47672,994
call,75485,75485,2065,14632,47672,995
call,75458,75458,2065,14632,47672,996
call,75406,75406,5915,5736,100376,997
call,75390,75390,5915,5736,100376,998
call,75368,75368,5915,706,95346,999
call,75310,75310,5915,706,95346,1000
call,75290,75290,5915,3520,98160,1001
call,77013,77013,2065,14632,47672,1002
call,76951,76951,2065,14632,47672,1003
call,76871,76871,2065,14632,47672,1004
call,76818,76818,2065,14632,47672,1005
call,76737,76737,2065,14632,47672,1006
call,76358,76358,2065,14632,47672,1007
call,76328,76328,2065,14632,47672,1008
call,76178,76178,2065,14632,47672,1009
call,78026,78026,2065,14632,47672,1010
call,77939,77939,2065,14632,47672,1011
call,77903,77903,2065,14632,47672,1012
call,77870,77870,2065,14632,47672,1013
call,77834,77834,2065,14632,47672,1014
call,77795,77795,2065,14632,47672,1015
call,77749,77749,2065,14632,47672,1016
call,77703,77703,2065,14632,47672,1017
call,77659,77659,2065,14632,47672,1018
call,77618,77618,2065,14632,47672,1019
call,77577,77577,2065,14632,47672,1020
call,77536,77536,2065,14632,47672,1021
call,77498,77498,2065,14632,47672,1022
call,77386,77386,2065,14632,47672,1023
call,77324,77324,2065,14632,47672,1024
call,77281,77281,2065,14632,47672,1025
call,77241,77241,2065,14632,47672,1026
call,77201,77201,2065,14632,47672,1027
call,77161,77161,2065,14632,47672,1028
call,77124,77124,2065,14632,47672,1029
call,78966,78966,5915,6822,101462,1030
call,78959,78959,5915,6618,101258,1031
call,78930,78930,5915,6822,101462,1032
call,78923,78923,5915,6618,101258,1033
call,78894,78894,5915,6822,101462,1034
call,78887,78887,5915,6618,101258,1035
call,78857,78857,5915,6822,101462,1036
call,78850,78850,5915,6618,101258,1037
call,78820,78820,5915,6822,101462,1038
call,78813,78813,5915,6618,101258,1039
call,78800,78800,5915,6618,101258,1040
call,78745,78745,5915,5632,100272,1041
call,78555,78555,2065,9746,42786,1042
call,78460,78460,5915,4118,98758,1043
call,78441,78441,5915,3552,98192,1044
call,78309,78309,5915,3700,98340,1045
call,78290,78290,5915,706,95346,1046
call,78140,78140,2065,14632,47672,1047
call,78102,78102,2065,14632,47672,1048
call,78067,78067,2065,14632,47672,1049
call,79930,79930,5915,5244,99884,1050
call,79904,79904,5915,5150,99790,1051
call,79787,79787,2065,9746,42786,1052
call,79185,79185,5915,6618,101258,1053
call,79146,79146,5915,5244,99884,1054
call,79060,79060,5915,6822,101462,1055
call,79038,79038,5915,6822,101462,1056
call,79031,79031,5915,6618,101258,1057
call,79002,79002,5915,6822,101462,1058
call,78995,78995,5915,6618,101258,1059
call,80860,80860,5915,5150,99790,1060
call,80758,80758,5915,5150,99790,1061
call,80716,80716,5915,6534,101174,1062
call,80704,80704,5915,4352,98992,1063
call,80685,80685,5915,3552,98192,1064
call,80604,80604,5915,5244,99884,1065
call,80517,80517,5915,6822,101462,1066
call,80495,80495,5915,6822,101462,1067
call,80488,80488,5915,6618,101258,1068
call,80459,80459,5915,6822,101462,1069
call,80452,80452,5915,6618,101258,1070
call,80423,80423,5915,6822,101462,1071
call,80416,80416,5915,6618,101258,1072
call,80387,80387,5915,6822,101462,1073
call,80380,80380,5915,6618,101258,1074
call,80351,80351,5915,6822,101462,1075
call,80344,80344,5915,6618,101258,1076
call,80314,80314,5915,6822,101462,1077
call,80307,80307,5915,6618,101258,1078
call,80277,80277,5915,6822,101462,1079
call,80270,80270,5915,6618,101258,1080
call,80242,80242,5915,5632,100272,1081
call,81781,81781,5915,5592,100232,1082
call,81769,81769,5915,5592,100232,1083
call,81760,81760,5915,5554,100194,1084
call,81660,81660,5915,5554,100194,1085
call,81652,81652,5915,5592,100232,1086
call,81644,81644,5915,6616,101256,1087
call,81636,81636,5915,6592,101232,1088
call,81619,81619,5915,6614,101254,1089
call,81594,81594,5915,5244,99884,1090
call,81568,81568,5915,5632,100272,1091
call,81382,81382,5915,706,95346,1092
call,81326,81326,5915,6822,101462,1093
call,81304,81304,5915,6822,101462,1094
call,81297,81297,5915,6618,101258,1095
call,81273,81273,5915,6822,101462,1096
call,81266,81266,5915,6618,101258,1097
call,81237,81237,5915,6822,101462,1098
call,81230,81230,5915,6618,101258,1099
call,81201,81201,5915,6822,101462,1100
call,81194,81194,5915,6618,101258,1101
call,81165,81165,5915,6822,101462,1102
call,81158,81158,5915,6618,101258,1103
call,81128,81128,5915,6822,101462,1104
call,81121,81121,5915,6618,101258,1105
call,81091,81091,5915,6822,101462,1106
call,81084,81084,5915,6618,101258,1107
call,81048,81048,5915,706,95346,1108
call,80956,80956,5915,5244,99884,1109
call,80930,80930,5915,5632,100272,1110
call,80914,80914,5915,3520,98160,1111
call,80886,80886,5915,5244,99884,1112
call,82751,82751,5915,6822,101462,1113
call,82744,82744,5915,6618,101258,1114
call,82719,82719,5915,6822,101462,1115
call,82712,82712,5915,6618,101258,1116
call,82687,82687,5915,6822,101462,1117
call,82680,82680,5915,6618,101258,1118
call,82654,82654,5915,6822,101462,1119
call,82647,82647,5915,6618,101258,1120
call,82636,82636,5915,6994,101634,1121
call,82556,82556,5915,706,95346,1122
call,82481,82481,5915,6822,101462,1123
call,82459,82459,5915,6822,101462,1124
call,82452,82452,5915,6618,101258,1125
call,82428,82428,5915,6822,101462,1126
call,82421,82421,5915,6618,101258,1127
call,82392,82392,5915,6822,101462,1128
call,82385,82385,5915,6618,101258,1129
call,82356,82356,5915,6822,101462,1130
call,82349,82349,5915,6618,101258,1131
call,82320,82320,5915,6822,101462,1132
call,82313,82313,5915,6618,101258,1133
call,82240,82240,5915,706,95346,1134
call,82062,82062,5915,6616,101256,1135
call,82054,82054,5915,6592,101232,1136
call,82037,82037,5915,6614,101254,1138
call,83576,83576,5915,706,95346,1139
call,83539,83539,5915,3520,98160,1140
call,83465,83465,5915,5736,100376,1141
call,83435,83435,5915,3520,98160,1142
call,83419,83419,5915,4352,98992,1143
call,83284,83284,5915,5736,100376,1144
call,83252,83252,5915,3520,98160,1145
call,83236,83236,5915,4352,98992,1146
call,83153,83153,5915,5722,100362,1147
call,83136,83136,5915,5736,100376,1148
call,83121,83121,5915,4352,98992,1149
call,82970,82970,5915,3700,98340,1150
call,82920,82920,5915,5150,99790,1151
call,82906,82906,5915,706,95346,1152
call,82828,82828,5915,6822,101462,1153
call,82810,82810,5915,6822,101462,1154
call,82803,82803,5915,6618,101258,1155
call,82783,82783,5915,6822,101462,1156
call,82776,82776,5915,6618,101258,1157
call,84165,84165,5915,5150,99790,1158
call,84120,84120,5915,5150,99790,1159
call,84076,84076,5915,5150,99790,1160
call,84032,84032,5915,5150,99790,1161
call,83988,83988,5915,5150,99790,1162
call,83944,83944,5915,5150,99790,1163
call,83900,83900,5915,5150,99790,1164
call,83856,83856,5915,5150,99790,1165
call,83812,83812,5915,5150,99790,1166
call,85593,85593,2065,14632,47672,1167
call,85559,85559,2065,14632,47672,1168
call,85440,85440,5915,706,95346,1169
call,85401,85401,2065,14632,47672,1170
call,85228,85228,2065,14632,47672,1171
call,85099,85099,2065,14632,47672,1172
call,84974,84974,2065,14632,47672,1173
call,84716,84716,5915,706,95346,1174
call,86512,86512,5915,5150,99790,1175
call,86468,86468,5915,5150,99790,1176
call,86416,86416,5915,706,95346,1177
call,86050,86050,5915,706,95346,1178
call,85988,85988,5915,5150,99790,1179
call,85936,85936,5915,706,95346,1180
call,85890,85890,2065,14632,47672,1181
call,85824,85824,2065,14632,47672,1182
call,85790,85790,2065,14632,47672,1183
call,85734,85734,2065,14632,47672,1184
call,85700,85700,2065,14632,47672,1185
call,85657,85657,2065,14632,47672,1186
call,85627,85627,2065,14632,47672,1187
call,87144,87144,2065,14632,47672,1188
call,87107,87107,2065,14632,47672,1189
call,87067,87067,2065,14632,47672,1190
call,87030,87030,2065,14632,47672,1191
call,86752,86752,5915,706,95346,1192
call,86701,86701,5915,5150,99790,1193
call,86638,86638,5915,706,95346,1194
call,86556,86556,5915,5150,99790,1195
call,88394,88394,5915,706,95346,1196
call,87556,87556,2065,14632,47672,1197
call,89371,89371,5915,6822,101462,1198
call,89364,89364,5915,6618,101258,1199
call,89340,89340,5915,6822,101462,1200
call,89333,89333,5915,6618,101258,1201
call,89304,89304,5915,6822,101462,1202
call,89297,89297,5915,6618,101258,1203
call,89268,89268,5915,6822,101462,1204
call,89261,89261,5915,6618,101258,1205
call,89232,89232,5915,6822,101462,1206
call,89225,89225,5915,6618,101258,1207
call,89008,89008,5915,4118,98758,1208
call,88968,88968,5915,3700,98340,1209
call,88830,88830,5915,5150,99790,1210
call,88786,88786,5915,5150,99790,1211
call,88758,88758,5915,5150,99790,1212
call,88698,88698,5915,706,95346,1213
call,90303,90303,5915,5150,99790,1214
call,90155,90155,5915,5150,99790,1215
call,90091,90091,5915,5150,99790,1216
call,90028,90028,5915,5150,99790,1217
call,89984,89984,5915,5150,99790,1218
call,89932,89932,5915,706,95346,1219
call,89712,89712,5915,3520,98160,1220
call,89614,89614,5915,6822,101462,1221
call,89596,89596,5915,6822,101462,1222
call,89589,89589,5915,6618,101258,1223
call,89569,89569,5915,6822,101462,1224
call,89562,89562,5915,6618,101258,1225
call,89537,89537,5915,6822,101462,1226
call,89530,89530,5915,6618,101258,1227
call,89505,89505,5915,6822,101462,1228
call,89498,89498,5915,6618,101258,1229
call,89487,89487,5915,6994,101634,1230
call,89393,89393,5915,6822,101462,1231
call,90953,90953,5915,4118,98758,1233
call,90851,90851,5915,4118,98758,1234
call,90825,90825,5915,3552,98192,1235
call,90794,90794,5915,3700,98340,1236
call,90602,90602,5915,706,95346,1237
call,90510,90510,5915,706,95346,1238
call,90391,90391,5915,5150,99790,1239
call,90347,90347,5915,5150,99790,1240
call,92158,92158,5915,706,95346,1241
call,91452,91452,5915,706,95346,1242
call,91360,91360,5915,3520,98160,1243
call,92453,92453,5915,706,95346,1244
call,93221,93221,5915,471,95111,1245
call,93209,93209,5915,1528,96168,1246
call,93197,93197,5915,1528,96168,1247
call,93170,93170,3106,22566,72262,1248
call,93112,93112,3106,22238,71934,1249
call,93090,93090,3106,22490,72186,1250
call,93042,93042,3106,22490,72186,1251
call,92998,92998,5915,471,95111,1252
call,92986,92986,5915,1528,96168,1253
call,92966,92966,3106,22490,72186,1254
call,92761,92761,3106,3012,52708,1255
call,92746,92746,5915,471,95111,1256
call,92734,92734,5915,1528,96168,1257
call,92714,92714,3106,22490,72186,1258
call,92702,92702,5915,471,95111,1259
call,92690,92690,5915,1528,96168,1260
call,92670,92670,3106,22490,72186,1261
call,92658,92658,5915,6516,101156,1262
call,92647,92647,5915,5750,100390,1263
call,92534,92534,3106,1866,51562,1264
call,92528,92528,5915,706,95346,1265
call,94385,94385,3106,22056,71752,1266
call,94301,94301,5915,5736,100376,1267
call,94283,94283,5915,5736,100376,1268
call,94267,94267,5915,5736,100376,1269
call,94249,94249,5915,5736,100376,1270
call,94098,94098,3106,22056,71752,1271
call,94086,94086,5915,5736,100376,1272
call,94070,94070,5915,5736,100376,1273
call,94054,94054,5915,5736,100376,1274
call,94038,94038,5915,5736,100376,1275
call,94012,94012,3106,22924,72620,1276
call,94000,94000,3106,22056,71752,1277
call,93899,93899,3106,25608,75304,1278
call,93884,93884,3106,22056,71752,1279
call,93859,93859,5915,5736,100376,1280
call,93843,93843,5915,5736,100376,1281
call,93827,93827,5915,5736,100376,1282
call,93812,93812,5915,5736,100376,1283
call,93796,93796,3106,22924,72620,1284
call,93787,93787,3106,4480,54176,1285
call,93779,93779,3106,22924,72620,1286
call,93768,93768,3106,22056,71752,1287
call,93760,93760,3106,15326,65022,1288
call,93726,93726,3106,13912,63608,1289
call,93701,93701,5915,6574,101214,1290
call,93692,93692,5915,6616,101256,1291
call,93684,93684,5915,6592,101232,1292
call,93668,93668,5915,6614,101254,1294
call,93653,93653,5915,6574,101214,1295
call,93645,93645,5915,6616,101256,1296
call,93637,93637,5915,6592,101232,1297
call,93620,93620,5915,6614,101254,1299
call,93605,93605,5915,6574,101214,1300
call,94639,94639,3106,15908,65604,1301
call,94631,94631,5915,3520,98160,1302
call,94584,94584,5915,4118,98758,1303
call,94559,94559,5915,3700,98340,1304
call,94819,94819,5915,1180,95820,1307
call,94824,94824,5915,778,95418,1308
call,94831,94831,5915,274,94914,1309
call,94850,94850,0,0,0,1310
call,95197,95197,5915,742,95382,1314
call,96056,96056,5915,4692,99332,1315
call,96199,96199,5915,2280,96920,1316
call,96469,96469,5915,4692,99332,1318
call,96620,96620,5915,4692,99332,1319
call,96867,96867,5915,2064,96704,1320
call,96782,96782,5915,4352,98992,1321
call,99085,99085,5915,4672,99312,1322
jump,99332,99332,5915,4731,99371,1323
call,100158,100158,5915,5312,99952,1330
call,100134,100134,5915,5244,99884,1331
call,100120,100120,5915,5244,99884,1332
call,100346,100346,5915,1590,96230,1333
call,100312,100312,5915,2280,96920,1334
call,100448,100448,5915,6222,100862,1335
call,100626,100626,5915,5272,99912,1336
call,100560,100560,5915,6772,101412,1337
call,100550,100550,5915,5370,100010,1338
call,100532,100532,5915,5272,99912,1339
call,100498,100498,5915,5458,100098,1340
call,100481,100481,5915,5852,100492,1341
call,101087,101087,5915,6020,100660,1342
call,101026,101026,5915,6772,101412,1343
call,101007,101007,5915,6772,101412,1344
call,100988,100988,5915,6772,101412,1345
call,100948,100948,5915,5834,100474,1346
call,100901,100901,5915,6772,101412,1347
call,101190,101190,5915,6772,101412,1348
